,input,output
2818,유명 연예인이 우리 가게를 찾은 이후로 주문 전화가 쇄도되고 있다.,유명 연예인이 우리 가게를 찾은 이후로 주문 전화가 쇄도하고 있다.
2819,여기까지 오시다니 어떤 일이세요?,여기까지 오시다니 어쩐 일이세요?
2820,저도 저희 나라가 가장 좋다고 생각해요.,저도 우리나라가 가장 좋다고 생각해요.
2821,고리짝 속에 넣어 두면 아버지가 모를게요.,고리짝 속에 넣어 두면 아버지가 모를 것이다.
2822,철수가 생각하기에 그 문제는 너무 어렵겠다.,철수가 생각하기에 그 문제는 너무 어려울 것이다.
2823,언니가 이번 시험에 합격할 것이라는 기대는 기쁘다.,언니가 이번 시험에 합격할 것이라는 기대는 기쁘다.
2824,아버지가 하룻밤 동안에 갑자기 별세했다.,아버지가 하룻밤 사이에 갑자기 별세했다.
2825,사람들이 먼저 도착한 것들이다.,사람들이 먼저 도착한 것이다.
2826,저분은 우리의 아버지입니다.,저분은 우리 아버지입니다.
2827,이 학교가 백 년 전에 세우게 됐다.,이 학교가 백 년 전에 세워졌다.
2828,영이가 몸에 때를 씻겼다.,영이가 몸에 때를 씻었다.
2829,그 밥이 먹어 치우고 싶다.,그 밥을 먹어 치우고 싶다.
2830,시곗줄이 매우 끊어졌다.,시곗줄이 거의 끊어졌다.
2831,우리 모두 최선을 다하여 조국의 명예를 길게 빛내자.,우리 모두 최선을 다하여 조국의 명예를 길이 빛내자.
2832,이 의자가 식사를 하기에 쉽지 않다.,이 의자에서가 식사를 하기가 쉽지 않다.
2833,엄마는 딸에게 실이 실패에 감겼다.,엄마는 딸에게 실을 실패에 감겼다.
2834,포스터를 뗐다가 찢었다.,포스터를 뗐다가 도로 붙였다.
2835,내 남편은 집에 오면 소파에 누워서 TV만 봐요.,우리 남편은 집에 오면 소파에 누워서 TV만 봐요.
2836,"여보게, 여기 아무도 없습니까?","여보시오, 여기 아무도 없습니까?"
2837,한 시간 동안 토끼가 죽었다.,사냥꾼이 한 시간 동안 토끼를 죽였다.
2838,그는 포도주로 포도를 만들었다.,그는 포도주를 포도로 만들었다.
2839,학사 징계 제도를 엄격히 적용함으로써 학생을 경각심을 주어야 한다.,학사 징계 제도를 엄격히 적용함으로써 학생에게 경각심을 주어야 한다.
2840,계속되는 평범한 일상도 그리도 나쁘지는 않다.,계속되는 평범한 일상도 그리 나쁘지는 않다.
2841,바람이 분들 일을 시작하지 말자.,바람이 분들 일을 시작하지 못하겠느냐?
2842,누가 고양이 목에 방울을 달 것인가?,누가 고양이 목에 방울을 달 것인가?
2843,나에게 존경하는 스승님이 두 분 있으시다.,나에게 존경하는 스승님이 두 분 있다.
2844,철수는 이 책을 학생에게 한 명에게 주었다.,철수는 이 책을 학생 한 명에게 주었다.
2845,이 근방은 인부들에게 도로를 다 막혔다.,이 근방은 인부들에 의해 도로가 다 막혔다.
2846,얼굴이 잘생기더라.,얼굴이 잘생겼더라.
2847,영희는 여름 내내 지냈다.,영희는 여름 내내 절에서 지냈다.
2848,나는 경희가 밥을 먹이었다.,나는 경희가 밥을 먹게 했다.
2849,새만금의 물길은 언젠가는 분명히 열릴 것이다.,새만금의 물길은 언젠가는 분명히 열릴 것이다.
2850,그 사람이 떠나거나 떠나지 말거나 나는 상관없어.,그 사람이 떠나거나 말거나 나는 상관없어.
2851,어제 철수가 나에게 갔다.,어제 철수가 나에게 왔다.
2852,선생님도 칠판이 안 보여요?,선생님도 칠판이 안 보이세요?
2853,"순희야, 밥 먹으세요.","순희야, 밥 먹어라."
2854,정미는 땅바닥을 주저앉아 버렸어.,정미는 땅바닥을 주저앉아 버렸어.
2855,비리에 연루된 인사들은 모두 수감 받았다.,비리에 연루된 인사들은 모두 수감당했다.
2856,할아버지는 대열을 따라가셔야 하십니다.,할아버지는 대열을 따라가셔야 합니다.
2857,영희에 물을 주었다.,영희에게 물을 주었다.
2858,철수는 사실을 알아졌다.,철수는 사실을 알게 되었다.
2859,철수가 닭을 구웠고 어느 부위를 먹었니?,철수가 닭을 구워 어느 부위를 먹었니?
2860,철수부터를 만나는 게 좋겠어.,철수부터 만나는 게 좋겠어.
2861,인수가 운동장에 걸었다.,인수가 운동장에 걸었다.
2862,인수가 순이를 머리를 깎았다.,인수가 순이의 머리를 깎았다.
2863,나는 그 사람한테 꺾이고 안 싶어.,나는 그 사람한테 꺾이고 싶지 않아.
2864,영수는 누구를 예쁘냐고 물었다.,영수는 누가 예쁘냐고 물었다.
2865,밖에서 발자국 소리가 들려 있었다.,밖에서 발자국 소리가 들려 있었다.
2866,독재 정부나 친미적인 우익 정부라면 협력할 필요가 있다.,독재 정부라도 친미적인 우익 정부라면 협력할 필요가 있다.
2867,그는 별로 돈이 있다.,그는 별로 돈이 없다.
2868,일정표에 따르면 그이가 내일 떠나겠다.,일정표에 따르면 그이가 내일 떠날 것이다.
2869,제2차 세계대전이 우리나라를 시킨 독립,제2차 세계 대전은 우리나라를 독립시켰다.
2870,철수가 너한테 가다가 다시 나한테 갔어.,철수가 너한테 가다가 다시 나한테 왔어.
2871,미국에 올지 삼 년이 지났다.,미국에 온 지 삼 년이 지났다.
2872,나는 다른 과 학생들과 세 사람이 식사를 했다.,나는 다른 과 학생들과 세 사람이서 식사를 했다.
2873,그녀는 나에게 동행했기를 원했다.,그녀는 나에게 동행하기를 원했다.
2874,어디 아프니? 밥을 안 먹도록?,어디 아프니? 밥을 안 먹게?
2875,그는 기침을 하고 있었다.,그는 기침을 해대고 있었다.
2876,가을 햅쌀이 시장에를 나왔다.,가을 햅쌀이 시장에 나왔다.
2877,그 사내와 그 여자가 헤어졌다.,그 사내와 그 여자가 헤어졌다.
2878,장미 곱게 한 송이가 피었다.,장미가 곱게 한 송이가 피었다.
2879,그가 천재이기는 한다.,그가 천재이기는 하다.
2880,저 나이에 무엇 못 먹겠어?,저 나이에 무엇을 못 먹겠어?
2881,우리는 돈을 잃고도 울지 말자.,우리는 돈을 잃고도 울지 않았다.
2882,혼자 동생들을 돌보느라면 많이 힘들 거야.,혼자 동생들을 돌보느라면 많이 힘들 거야.
2883,언니는 오빠와 떠나기로 했지만 오빠가 그러기로 하지 않았다.,언니는 오빠와 떠나기로 했지만 오빠가 그러기로 하지 않았다.
2884,나는 성격이 싫다.,나는 성격이 나쁘다.
2885,너가 빨리 갔다 와.,너 빨리 갔다 와.
2886,곧 마치 눈이 올 듯하다.,곧 마치 눈이 올 듯하다.
2887,날이 밝아져 버려서 좋다.,날이 밝아져 버려서 싫다.
2888,저 차는 느리지 못하다.,저 차는 빠르지 못하다.
2889,철수가 말에 탔다.,철수가 말에 탔다.
2890,나로서는 그가 또 온다고 하는 것이 짜증이 난다고 본다.,나로서는 그가 또 온다고 하는 것이 짜증이 난다.
2891,집의 외형은 그들의 생활과 알맞게 소박하게 장식 없이 만들었다.,집의 외형은 그들의 생활과 걸맞게 소박하게 장식 없이 만들었다.
2892,앞으로는 일에서 벗어나 여생의 엔조이를 원한다.,앞으로는 일에서 벗어나 여생을 엔조이하고 싶다.
2893,친구는 노래를 불러 버리다가 춤을 추었다.,친구는 노래를 불러대다가 춤을 추었다.
2894,동두천은 도로가 어제 비가 왔으니까 매우 미끄럽겠다.,동두천은 도로가 어제 비가 왔으니까 매우 미끄럽겠다.
2895,사냥꾼이 멧돼지를 노루를 잡았다.,사냥꾼이 멧돼지와 노루를 잡았다.
2896,책상 위에 책은 있어.,책상 위에 책이 있어.
2897,영수가 뇌물을 먹고 있다.,영수가 밥을 먹고 있다.
2898,내 아들이 전교에서 1등 했어요.,우리 아들이 전교에서 1등 했어요.
2899,할아버지께서 이제 오는 모양이시네.,할아버지께서 이제 오시는 모양이네.
2900,그 애는 약이 오르지만 자리를 지켰다.,그 애는 약이 오르지만 자리를 지켰다.
2901,김 선생님이 영어를 나를 가르치다.,김 선생님이 나를 영어로 가르치다.
2902,너가 과일을 얼마나 샀니?,너는 과일을 얼마나 샀니?
2903,3사단은 다리를 잘라 적의 진격을 막았다.,3사단은 다리를 끊어 적의 진격을 막았다.
2904,빨간 소독액이 탈지면을 매우 적셨다.,빨간 소독액이 탈지면을 아주 적셨다.
2905,우리는 그 사실을 모르지 못한다.,우리는 그 사실을 모르지 못한다.
2906,졸면서 운전을 했다가 큰일 나겠다.,졸면서 운전을 했다가는 큰일 나겠다.
2907,병이 물을 채웠다.,물이 병을 채우고 있다.
2908,나는 언제라도 변함없이 국어학을 하고 있을 것이다.,나는 언제나 변함없이 국어학을 하고 있을 것이다.
2909,사장이 나로 바보를 상상한다.,사장이 나로 바보를 상상한다.
2910,우리는 삼이서 함께 영화를 봤다.,우리는 셋이서 함께 영화를 봤다.
2911,반장에를 그가 뽑혔다.,반장에도 그가 뽑혔다.
2912,30분 동안 별이 반짝하고 있다.,30분 동안 별이 반짝거리고 있다.
2913,그 아이는 무엇 다 잘 먹었다.,그 아이는 무엇이나 다 잘 먹었다.
2914,종배는 먹고 자고 입는 것 모두를 누이 쌍순에게로 의지했어요.,종배는 먹고 자고 입는 것 모두를 누이를 의지했어요.
2915,나는 지금 배가 고프겠다.,너는 지금 배가 고프겠다.
2916,"엄마, 아빠, 시장해요.","엄마, 아빠, 배고파요."
2917,나는 이미 떠난 거야.,그는 이미 떠난 거야.
2918,그의 말씨는 섬뜩하기로 정평이 나 있다.,그의 말씨는 섬뜩하기로 정평이 나 있다.
2919,비가 올 모양이겠다.,비가 올 모양이더라.
2920,이 답이 맞는다.,나는 이 답이 맞는다.
2921,사령이 벼루에 먹을 갈 사이 인섭이 모처럼 입을 연다.,사령이 벼루에 먹을 갈 동안 인섭이 모처럼 입을 연다.
2922,아무도 학생이다.,아무도 학생이 아니다.
2923,나는 영희를 나쁘도록 여겼다.,나는 영희를 나쁘게 여겼다.
2924,선생님의 제자들이 훌륭하시다.,선생님은 제자들이 훌륭하시다.
2925,순이가 학교에 갔는가가 보다.,순이가 학교에 갔는가 보다.
2926,인수가 순이를 이를 뽑았다.,인수가 순이를 이를 뽑았다.
2927,학생들이 그 책을 모두 샀다.,학생들이 그 책을 모두 샀다.
2928,한결이가 180cm처럼 크다.,철수가 180cm만큼 크다.
2929,좀 먹었는데도 벌써 배가 부르다.,조금 먹었는데도 벌써 배가 부르다.
2930,자네 술을 잘 먹는다고 한 말을 들었네.,자네 술을 잘 먹는다는 말을 들었네.
2931,무엇에 쫓기는 듯이 철수는 빨리 자주 걷곤 한다.,무엇에 쫓기는 듯이 철수는 자주 빨리 걷곤 한다.
2932,"누군가는 피자 주고 누군가는 햄버거 주고, 사람 차별해?","누구는 피자 주고 누구는 햄버거 주고, 사람 차별해?"
2933,빨리 집에 가게.,빨리 집에 가도록.
2934,앉거나 자거나 해라.,앉거나 서거나 해라.
2935,진수는 게으르지 못하다.,진수는 게으르지 못하다.
2936,나는 철수를 노래를 잘 부른다고 생각한다.,나는 철수가 노래를 잘 부른다고 생각한다.
2937,밥 다시 먹을래?,밥 또 먹을래?
2938,철수는 아들을 의사만으로 키우려고 한다.,철수는 아들을 의사로만 키우려고 한다.
2939,철수는 바나나가 먹고 싶어.,철수는 바나나가 먹고 싶대.
2940,그가 온순하기는 한다.,그가 온순하기는 한다.
2941,해가 진 후 한 시간 만에 밤하늘에 수많은 별들이 반짝였다.,해가 진 후 한 시간 만에 밤하늘에 수많은 별들이 반짝였다.
2942,"두 개, 정수가 주먹밥을 만들었다.","두 개, 정수가 주먹밥을 만들었다."
2943,철수가 손해를 입고 있다.,철수가 옷을 입고 있다.
2944,불길이 그에게 눈썹을 그슬렸다.,그의 눈썹이 불길에 그슬렸다.
2945,정은이는 소현이와 예쁘다.,정은이와 소현이가 예쁘다.
2946,토라진 목소리에는 곧 활기찼다.,토라진 목소리에는 곧 활기가 찼다.
2947,네가 먼지를 온몸을 뒤집어썼구나.,네가 온몸을 먼지를 뒤집어썼구나.
2948,철수를 아무것도 먹도록 설득하지 않았다.,철수를 아무것도 안 먹도록 설득하였다.
2949,농민과 노동자 사이의 강력한 유대를 통하여 관계를 이룬다.,농민과 노동자 사이의 강력한 유대를 통하여 농촌과 도시의 동맹 관계를 이룬다.
2950,책상 위에는 무엇은 있습니까?,책상 위에는 무엇이 있습니까?
2951,나는 슬프니?,너는 슬프니?
2952,철수가 지팡이를 짚어 간다. ,철수가 지팡이를 짚고 간다. 
2953,철수는 제 아기가 제일 예쁘다고 생각한다.,철수는 제 아기가 제일 예쁘다고 생각한다.
2954,한식집이라고는 한 데밖에 몰라.,한식집이라고는 한 군데밖에 몰라.
2955,너는 서울에 가고 싶습니다.,저는 서울에 가고 싶습니다.
2956,그는 운동장에 달렸다.,그는 운동장을 달렸다.
2957,그들은 따뜻한 정답다.,그들은 정답다.
2958,태양의 둘레를 공전하는 행성들의 반지름은 대략 다음하고 같다.,태양의 둘레를 공전하는 행성들의 반지름은 대략 다음과 같다.
2959,그에게는 늘 운동권이라는 꼬리표가 달리고 있다.,그에게는 늘 운동권이라는 꼬리표가 달려 있다.
2960,민이가 아직 계단에 오른다.,민이가 아직 계단을 오른다.
2961,밥을 먹든가 국수를 먹자.,밥을 먹든가 국수를 먹든가 하자.
2962,철수가 이 모자는 집에 소중히 간직하고 있는 사람을 알고 있다.,철수가 이 모자는 집에 소중히 간직하고 있는 사람을 알고 있다.
2963,철수가 마음씨가 착하니까 그의 자식이 마음씨가 착하다.,철수가 마음씨가 착하니까 그의 자식이 마음씨가 착하다.
2964,"그것은 맛이 신 포도나, 먹을 수 있지.","그것은 맛이 신 포도이나, 먹을 수 있지."
